PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS01805187,11/07/2016,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/03/2022,12.27,70.73,
LS11518352,21/09/2017,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/01/2022,815,0,
LS11518352,21/09/2017,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/02/2022,815,0,
LS1452913A,18/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2022,2.16,0,
LS14398643,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/01/2022,83,0,
LS14398643,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/02/2022,83,0,
LS11795035,04/12/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/02/2022,12.47,70.53,
LS11795035,04/12/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/01/2022,12.47,70.53,
LS05250980,06/12/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,28/01/2022,58.73,24.27,
LS05250980,06/12/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,18/02/2022,58.73,24.27,
LS05250980,06/12/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,17/03/2022,58.73,24.27,
LS17404185,03/10/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/03/2022,83,0,
LS24113648,20/11/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/01/2022,25,0,
LS24113648,20/11/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2022,25,0,
LS23609353,08/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/03/2022,83,0,
LS24605289,31/03/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS24605289,31/03/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,0,84,
LS22808707,01/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS22808707,01/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,0,84,
LS17312484,19/04/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/01/2022,0,0,
LS22215986,04/05/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2022,0,0,
LS22216344,11/05/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/03/2022,0,50,
LS23409718,17/05/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,0,84,
LS24818064,02/06/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/03/2022,83,0,
LS17211647,07/06/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/03/2022,83,0,
LS17211975,16/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/03/2022,84,0,
LS25610659,18/06/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,25,0,
LS25610659,18/06/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/01/2022,25,0,
LS25610659,18/06/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2022,25,0,
LS23715135,23/06/2021,BARLEY HILL ROAD CP - GARFORTH                              ,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,28/02/2022,35,0,
LS24212876,25/06/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2022,25,0,
LS24212876,25/06/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,25,0,
LS24212876,25/06/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/01/2022,25,0,
LS24424342,25/06/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/02/2022,83,0,
LS23312401,29/06/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS23312401,29/06/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/02/2022,84,0,
LS21414353,03/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/02/2022,84,0,
LS24821218,04/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/03/2022,84,0,
LS17512519,07/07/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,25,0,
LS17512519,07/07/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/01/2022,25,0,
LS17512519,07/07/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2022,25,0,
LS24822083,10/07/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,24/01/2022,84,0,
LS22405143,14/07/2021,HIGH STREET CP - MORLEY                                     ,87 IN DISABLED BAY WITHOUT BADGE,70,18/03/2022,123,0,
LS23716557,15/07/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/03/2022,93,0,
LS24822844,17/07/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/02/2022,93,0,
LS22813376,19/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/03/2022,93,0,
LS25611924,21/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2022,93,0,
LS18421918,24/07/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,28/01/2022,84,0,
LS24213722,26/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,75,0,
LS24213722,26/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,30/01/2022,75,0,
LS24823348,28/07/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/03/2022,93,0,
LS22220079,28/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,84,
LS22220079,28/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,84,
LS18422954,02/08/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/01/2022,50,0,
LS17214339,04/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/02/2022,84,0,
LS2482441A,04/08/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,25,0,
LS2482441A,04/08/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/01/2022,25,0,
LS24824409,04/08/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/03/2022,84,0,
LS2482441A,04/08/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2022,25,0,
LS24824420,04/08/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/02/2022,84,0,
LS23806150,05/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/02/2022,84,0,
LS18218801,07/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,0,84,
LS18218878,07/08/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/02/2022,84,0,
LS20603350,10/08/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/01/2022,25,0,
LS20603350,10/08/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,28/02/2022,25,0,
LS20603350,10/08/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/03/2022,25,0,
LS17418124,11/08/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/01/2022,84,0,
LS17418157,11/08/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/02/2022,84,0,
LS22716278,14/08/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS22716278,14/08/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/02/2022,84,0,
LS20711433,15/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2022,50,0,
LS20711433,15/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/01/2022,50,0,
LS24825467,22/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/02/2022,0,84,
LS24825467,22/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,84,
LS24825467,22/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,84,
LS22405642,24/08/2021,HIGH STREET CP - MORLEY                                     ,86 BEYOND THE BAY MARKINGS                        ,50,18/03/2022,84,0,
LS17215411,26/08/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/02/2022,84,0,
LS18321866,27/08/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,84,
LS18321866,27/08/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,84,
LS18221249,28/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/02/2022,84,0,
LS24826958,29/08/2021,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/02/2022,84,0,
LS18426795,02/09/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/01/2022,84,0,
LS18322213,03/09/2021,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/02/2022,84,0,
LS2442946A,04/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,84,
LS2442946A,04/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,84,
LS22905237,07/09/2021,CROSSLEY STREET CP - WETHERBY                               ,90 RE-PARKED WITHIN SPECIFIED TIME,50,04/01/2022,84,0,
LS21611037,09/09/2021,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2022,75,0,
LS21611037,09/09/2021,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/01/2022,75,0,
LS21611037,09/09/2021,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/01/2022,75,0,
LS24430210,12/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS24430210,12/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2022,84,0,
LS24829832,13/09/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,0,84,
LS24829843,13/09/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/01/2022,25,0,
LS24829967,14/09/2021,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/01/2022,0,84,
LS22222256,15/09/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/01/2022,0,84,
LS17120417,16/09/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,84,
LS17120450,16/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/01/2022,84,0,
LS17120450,16/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/03/2022,84,0,
LS17120417,16/09/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,84,
LS17215841,17/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,0,84,
LS21611616,17/09/2021,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,31/01/2022,0,84,
LS23725638,17/09/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,84,0,
LS23725638,17/09/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,84,0,
LS24710090,18/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS24710090,18/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,30/01/2022,84,0,
LS2341511A,18/09/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,0,84,
LS24830729,19/09/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,0,84,
LS24830751,19/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,30/01/2022,84,0,
LS24830751,19/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS21414954,22/09/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,11/01/2022,75,0,
LS23510052,22/09/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,04/01/2022,70,0,
LS23510052,22/09/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,31/01/2022,70,0,
LS23510052,22/09/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,15/02/2022,70,0,
LS24431701,22/09/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,07/01/2022,0,114,
LS21414954,22/09/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/01/2022,75,0,
LS21414954,22/09/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,12/01/2022,75,0,
LS23510052,22/09/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,14/02/2022,70,0,
LS18223721,23/09/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS22816261,25/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS22816261,25/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2022,84,0,
LS17215921,27/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/03/2022,0,0,
LS22816501,27/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS22816501,27/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/02/2022,84,0,
LS2471083A,27/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,75,
LS2471083A,27/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,75,
LS2471083A,27/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,75,
LS17216050,28/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS22222802,29/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,25,0,
LS23415641,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,84,
LS22222722,29/09/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/01/2022,0,84,
LS22222813,29/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,0,84,
LS23415641,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS23415641,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,84,
LS24832247,30/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS24832247,30/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,30/01/2022,84,0,
LS17319188,02/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/01/2022,25,0,
LS17319188,02/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/01/2022,25,0,
LS24433026,04/10/2021,NORTH PARADE CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,0,84,
LS24612998,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS24612998,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,84,
LS24612998,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,84,
LS24613050,04/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,0,84,
LS24834297,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/01/2022,25,0,
LS23316344,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS23316344,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,84,
LS23316333,06/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,0,84,
LS23316344,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,84,
LS24433638,09/10/2021,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,31/03/2022,35,0,
LS21415968,10/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/01/2022,75,0,
LS21415968,10/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,75,0,
LS17423088,11/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/01/2022,25,0,
LS24433820,11/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,07/01/2022,0,114,
LS17423088,11/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/01/2022,25,0,
LS17810685,12/10/2021,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,0,84,
LS2483634A,12/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/01/2022,0,0,
LS2483634A,12/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/03/2022,0,0,
LS17319698,13/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,04/01/2022,50,0,
LS22817162,13/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS22817162,13/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,84,
LS24217348,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2022,25,0,
LS24217348,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/01/2022,25,0,
LS17319698,13/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,02/03/2022,50,0,
LS22817162,13/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,84,
LS24217348,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2022,25,0,
LS22612294,14/10/2021,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2022,84,0,
LS22612294,14/10/2021,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2022,84,0,
LS22909431,14/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,07/01/2022,84,0,
LS22909431,14/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,31/01/2022,84,0,
LS17710115,19/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/02/2022,84,0,
LS18326076,19/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2022,0,84,
LS2290968A,19/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,18/01/2022,25,0,
LS17710115,19/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,84,0,
LS17710115,19/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,84,0,
LS18326054,19/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS18326054,19/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,0,84,
LS18326076,19/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS18326076,19/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/03/2022,0,84,
LS2290968A,19/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,17/01/2022,25,0,
LS2443489A,20/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,21/01/2022,35,0,
LS2443489A,20/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,24/01/2022,35,0,
LS2443489A,20/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,04/01/2022,35,0,
LS23317041,22/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS23317041,22/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,0,84,
LS17320041,23/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS17320041,23/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,0,84,
LS18326542,23/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,0,0,
LS18326542,23/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,0,
LS18326542,23/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/02/2022,0,0,
LS22818198,23/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,75,
LS24838844,23/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,0,
LS24838844,23/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/01/2022,0,0,
LS1732037A,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,50,0,
LS1732037A,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/03/2022,50,0,
LS17811677,26/10/2021,QUEENSWAY CP - MORLEY                                       ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,04/01/2022,0,84,
LS17811677,26/10/2021,QUEENSWAY CP - MORLEY                                       ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,31/01/2022,0,84,
LS22506537,26/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,04/01/2022,0,114,
LS24839461,26/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,168,0,
LS24839461,26/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/02/2022,168,0,
LS1732037A,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,50,0,
LS1732037A,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/03/2022,50,0,
LS17320391,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,84,0,
LS17320391,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,84,0,
LS17320391,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/02/2022,84,0,
LS17811666,26/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,21/02/2022,0,114,
LS22506537,26/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,31/01/2022,0,114,
LS23417137,26/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS23417137,26/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,0,84,
LS24839461,26/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,168,0,
LS24839461,26/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2022,168,0,
LS22720708,27/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/03/2022,0,84,
LS22910204,27/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2022,0,84,
LS22910204,27/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,84,
LS17710782,28/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,0,0,
LS18227700,28/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2022,50,0,
LS22612873,28/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,31/01/2022,75,0,
