PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS17216050,28/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18224462,28/09/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18224473,28/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18224484,28/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18615710,28/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18615721,28/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18615732,28/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18615743,28/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21708842,28/09/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS21708853,28/09/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS22119632,28/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22119643,28/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22119654,28/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23315691,28/09/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS23415539,28/09/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2341554A,28/09/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415550,28/09/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415561,28/09/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24832054,28/09/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24832065,28/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17120927,29/09/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17318877,29/09/2021,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17421490,29/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17421504,29/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17421515,29/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17421526,29/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17421537,29/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17421548,29/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17421559,29/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS1742156A,29/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17421570,29/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17421581,29/09/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17421592,29/09/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17809788,29/09/2021,ALBION STREET CP - MORLEY                                   ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS18224622,29/09/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18428123,29/09/2021,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS21415345,29/09/2021,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS22222722,29/09/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS22222766,29/09/2021,WOODHOUSE LANE  CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,
LS22222777,29/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22222788,29/09/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS22222799,29/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22222802,29/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22222813,29/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22222824,29/09/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415619,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2341562A,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415630,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415641,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415652,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415663,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415674,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415685,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415696,29/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2341570A,29/09/2021,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS23415710,29/09/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23727101,29/09/2021,CLUSTER OF NUTS CP - WETHERBY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS23727112,29/09/2021,CROSSLEY STREET CP - WETHERBY                               ,86 BEYOND THE BAY MARKINGS                        ,50,
LS23727123,29/09/2021,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS20524458,30/09/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS20524469,30/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2052447A,30/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS20524480,30/09/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2052455A,30/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21612448,30/09/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS21612459,30/09/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS21612481,30/09/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS22816705,30/09/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS24432056,30/09/2021,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS24432067,30/09/2021,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS24432158,30/09/2021,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS24432169,30/09/2021,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS24432216,30/09/2021,HIGH STREET CP - BOSTON SPA                                 ,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,
LS24832247,30/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24832258,30/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24832269,30/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2483227A,30/09/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24832407,30/09/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24832418,30/09/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24832429,30/09/2021,BURLEY ROAD CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,
LS2483243A,30/09/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24832495,30/09/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS24832509,30/09/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
