PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS17319100,02/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17319144,02/10/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17319155,02/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17319166,02/10/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17319177,02/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17319188,02/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17810153,02/10/2021,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS17810164,02/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS23727790,02/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS24432431,02/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS24833192,02/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833206,02/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833410,03/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833421,03/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833432,03/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833443,03/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833454,03/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833465,03/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833476,03/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833512,03/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833523,03/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833614,03/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833625,03/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833636,03/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24833851,03/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18224881,04/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24433026,04/10/2021,NORTH PARADE CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,
LS24433081,04/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,86 BEYOND THE BAY MARKINGS                        ,50,
LS24433092,04/10/2021,SILVER LANE CP - YEADON                                     ,86 BEYOND THE BAY MARKINGS                        ,50,
LS24612965,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24612976,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24612987,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24612998,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613006,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613017,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613028,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2461304A,04/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613050,04/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613061,04/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613072,04/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2483405A,04/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834093,04/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17319246,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17709058,05/10/2021,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17709091,05/10/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17709105,05/10/2021,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS18224961,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18224972,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18224983,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18324751,05/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS2222296A,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22222970,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22222981,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22222992,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22908326,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24433172,05/10/2021,SILVER LANE CP - YEADON                                     ,86 BEYOND THE BAY MARKINGS                        ,50,
LS2443322A,05/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS24433230,05/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS24433241,05/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS24834264,05/10/2021,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS24834275,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834286,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834297,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834344,05/10/2021,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS1721663A,06/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17216640,06/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17216651,06/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316333,06/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316344,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316355,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316366,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316377,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316388,06/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316399,06/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23727994,06/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17216662,07/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17216673,07/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17216684,07/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17216731,07/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17216742,07/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17216753,07/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17709331,07/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17709342,07/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS18325051,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18325062,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22611972,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,90 RE-PARKED WITHIN SPECIFIED TIME,50,
LS22611983,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22611994,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22612002,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22612013,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22612079,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS2261208A,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22612090,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22612104,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS23316457,07/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS23415812,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23415823,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17121136,08/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17422653,08/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17422664,08/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17422675,08/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS20524695,08/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS2141571A,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21415720,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21415731,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21415775,08/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21612787,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS21612845,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS21612856,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS22719913,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22719924,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22816986,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23728523,08/10/2021,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,
LS24216866,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24216877,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24216888,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24433376,08/10/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,
LS24433387,08/10/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,
LS24433398,08/10/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,
LS24433412,08/10/2021,NORTH PARADE CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,
LS24433423,08/10/2021,NORTH PARADE CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,
LS24834457,08/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834468,08/10/2021,KIRKSTALL RD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS24834479,08/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834490,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834504,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834515,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834708,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834719,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2483472A,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17121216,09/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17121227,09/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17319494,09/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17319508,09/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17810470,09/10/2021,CLUSTER OF NUTS CP - WETHERBY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS17810506,09/10/2021,MORLEY LEISURE CENTRE CP - MORLEY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS17810517,09/10/2021,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,
LS20524753,09/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS20524764,09/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS20524786,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS20524797,09/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720016,09/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS22720027,09/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817071,09/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS22817082,09/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416065,09/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416076,09/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24216968,09/10/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS24433638,09/10/2021,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS24834978,09/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24834989,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2483499A,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24835008,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24835019,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2483502A,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18225385,10/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21415899,10/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21415968,10/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23728691,10/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24835096,10/10/2021,BURLEY ROAD CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS2483510A,10/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24835110,10/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24835121,10/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24835915,10/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24835926,10/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17423000,11/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17423011,11/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17423022,11/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17423033,11/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17423044,11/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17423055,11/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17423066,11/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17423077,11/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17423088,11/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17423099,11/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17423102,11/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS20524946,11/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22908814,11/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS24217053,11/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24433820,11/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS24835959,11/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24835981,11/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24835992,11/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24836000,11/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17516520,12/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17516531,12/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17810685,12/10/2021,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,
LS21416097,12/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS21613010,12/10/2021,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS21613021,12/10/2021,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS22223408,12/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22223419,12/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2222342A,12/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22223430,12/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22223496,12/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2222350A,12/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22223510,12/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416178,12/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416189,12/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2341619A,12/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416203,12/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416214,12/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2372883A,12/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23728840,12/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2483618A,12/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24836190,12/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24836204,12/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24836317,12/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS24836328,12/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24836339,12/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS2483634A,12/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17216822,13/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17319698,13/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17810801,13/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS17810834,13/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS22612115,13/10/2021,PUDSEY CIVIC HALL CP - PUDSEY,89 VEHICLE PARKED EXCEEDING MAXIMUM SIZE,70,
LS22612206,13/10/2021,LIDGETT HILL CP - PUDSEY                                    ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22612228,13/10/2021,LEISURE CENTRE CP - PUDSEY                                  ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22720424,13/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720435,13/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720446,13/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720457,13/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720468,13/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720479,13/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2272048A,13/10/2021,INTERNATIONAL POOL CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS22720490,13/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720504,13/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817093,13/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817107,13/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817118,13/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817129,13/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817151,13/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817162,13/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2331648A,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
