PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS23316490,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316504,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316515,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316526,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316537,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24217348,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24217359,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2421736A,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24217370,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24217381,13/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24217392,13/10/2021,WOODHOUSE LANE  CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS24836474,13/10/2021,BURLEY ROAD CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,
LS24836485,13/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17709466,14/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17709477,14/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17709502,14/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22612272,14/10/2021,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS22612283,14/10/2021,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22612294,14/10/2021,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS2272056A,14/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2272064A,14/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720650,14/10/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS22817264,14/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817275,14/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22909431,14/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS22909453,14/10/2021,APPLETON SQUARE CP - BURMANTOFTS,86 BEYOND THE BAY MARKINGS                        ,50,
LS23316606,14/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS24836747,14/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24836758,14/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1832538A,15/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS18325390,15/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS22817286,15/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817297,15/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817300,15/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817311,15/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817322,15/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817333,15/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2341635A,15/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23729027,15/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS2483693A,15/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24836951,15/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837003,15/10/2021,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS24837014,15/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837025,15/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17121657,16/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18325652,16/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18325663,16/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18325674,16/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18325685,16/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18325696,16/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS18429239,16/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1842924A,16/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817661,16/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817672,16/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817683,16/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817694,16/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416360,16/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416371,16/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416382,16/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416393,16/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837353,16/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837364,16/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837375,16/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837488,16/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837499,16/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18429534,17/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837808,17/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837819,17/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2483782A,17/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837830,17/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837841,17/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837852,17/10/2021,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS24837863,17/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837874,17/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837885,17/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24837987,17/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS24837998,17/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1770990A,18/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17709910,18/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17709921,18/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18226592,18/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18226606,18/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2281772A,18/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817730,18/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817796,18/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2281780A,18/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22817810,18/10/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS23416520,18/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416575,18/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23416586,18/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1712184A,19/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17710115,19/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326054,19/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326065,19/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326076,19/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326087,19/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326098,19/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS20525133,19/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS20525144,19/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS20525155,19/10/2021,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS20525166,19/10/2021,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22909679,19/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS2290968A,19/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS23416688,19/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17811032,20/10/2021,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS17811087,20/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS17811098,20/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS21416428,20/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS22223714,20/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22223725,20/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22612308,20/10/2021,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS22612363,20/10/2021,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22612374,20/10/2021,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22612385,20/10/2021,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22612396,20/10/2021,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS2261240A,20/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22612410,20/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS24217778,20/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24217789,20/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24434889,20/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS2443489A,20/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS24613491,20/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17811291,21/10/2021,SCOTT HALL LEISURE CENTRE - CHAPELTOWN,86 BEYOND THE BAY MARKINGS                        ,50,
LS17811305,21/10/2021,SCOTT HALL LEISURE CENTRE - CHAPELTOWN,86 BEYOND THE BAY MARKINGS                        ,50,
LS22223816,21/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1721736A,22/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS17811349,22/10/2021,COURTHOUSE STREET CP - OTLEY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS21416632,22/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS23316956,22/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316967,22/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23316978,22/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23317041,22/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23317052,22/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23317063,22/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23317096,22/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24838378,22/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24838389,22/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24838414,22/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24838425,22/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24838436,22/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24838571,22/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24838582,22/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24838593,22/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320041,23/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320052,23/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326407,23/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326418,23/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326429,23/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1832643A,23/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326440,23/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326451,23/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326462,23/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326531,23/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326542,23/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326553,23/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326677,23/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18430704,23/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS18430715,23/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS18430726,23/10/2021,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,
LS18430748,23/10/2021,ALBION STREET CP - MORLEY                                   ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS18430759,23/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS21416734,23/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21416745,23/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22818176,23/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22818187,23/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22818198,23/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22818201,23/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22818267,23/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22818278,23/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23730503,23/10/2021,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,
LS23730536,23/10/2021,ALBION STREET CP - MORLEY                                   ,86 BEYOND THE BAY MARKINGS                        ,50,
LS24838822,23/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24838833,23/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24838844,23/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS20711819,24/10/2021,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS2071182A,24/10/2021,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20711830,24/10/2021,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24839075,24/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839086,24/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839097,24/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839166,24/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839177,24/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839188,24/10/2021,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24839199,24/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839213,24/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839224,24/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839257,24/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320096,25/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320110,25/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320121,25/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320132,25/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320143,25/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320154,25/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320165,25/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23417046,25/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23417057,25/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24435826,25/10/2021,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS24839304,25/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839337,25/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839348,25/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320278,26/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320289,26/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1732029A,26/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320347,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320358,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320369,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1732037A,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320380,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17320391,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17710578,26/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1771059A,26/10/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS17811600,26/10/2021,MORLEY LEISURE CENTRE CP - MORLEY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS17811611,26/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS17811622,26/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS17811644,26/10/2021,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,
LS17811666,26/10/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS17811677,26/10/2021,QUEENSWAY CP - MORLEY                                       ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS17811688,26/10/2021,QUEENSWAY CP - MORLEY                                       ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS22506537,26/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS23417137,26/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23417159,26/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613560,26/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613571,26/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613582,26/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613593,26/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613640,26/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613651,26/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613662,26/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613673,26/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24613684,26/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839406,26/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839461,26/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839472,26/10/2021,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS24839483,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839494,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24839508,26/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326815,27/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326826,27/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS18326837,27/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21613451,27/10/2021,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21613462,27/10/2021,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21613473,27/10/2021,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21613484,27/10/2021,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21613495,27/10/2021,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS22224014,27/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS22720661,27/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720672,27/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720683,27/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720694,27/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720708,27/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720719,27/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2272072A,27/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22720730,27/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22818369,27/10/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22818380,27/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22818391,27/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22910190,27/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22910204,27/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22910215,27/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
