PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS17709091,05/10/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/10/2021,25,0,
LS17709105,05/10/2021,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/10/2021,0,0,
LS17709105,05/10/2021,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/10/2021,0,0,
LS18224961,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/12/2021,75,0,
LS18224972,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,0,
LS18224972,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,0,
LS18224983,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,0,
LS18224983,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/10/2021,25,0,
LS18324751,05/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,0,
LS22222970,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,0,
LS22222970,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,0,
LS22222992,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,0,
LS22222992,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/10/2021,25,0,
LS24433172,05/10/2021,SILVER LANE CP - YEADON                                     ,86 BEYOND THE BAY MARKINGS                        ,50,15/10/2021,25,0,
LS2443322A,05/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/10/2021,25,0,
LS2443322A,05/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,10/10/2021,25,0,
LS24433230,05/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/10/2021,25,0,
LS24433230,05/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,08/10/2021,25,0,
LS24433241,05/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/10/2021,25,50,
LS24834264,05/10/2021,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/10/2021,75,0,
LS24834264,05/10/2021,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/12/2021,75,0,
LS24834264,05/10/2021,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/12/2021,75,0,
LS24834275,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,0,
LS24834275,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/10/2021,25,0,
LS24834275,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/10/2021,25,0,
LS24834286,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,0,
LS24834286,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/10/2021,25,0,
LS24834297,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/12/2021,25,0,
LS24834344,05/10/2021,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/10/2021,25,0,
LS24834344,05/10/2021,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/10/2021,25,0,
LS17319246,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,0,
LS17319246,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/10/2021,25,0,
LS17709058,05/10/2021,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/10/2021,25,0,
LS18224961,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,75,0,
LS18224961,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/12/2021,75,0,
LS18224972,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,25,0,
LS18324751,05/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,0,
LS2222296A,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,50,
LS22222981,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,0,0,
LS22222981,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/10/2021,0,0,
LS22222992,05/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/10/2021,25,0,
LS22908326,05/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,50,
LS24433172,05/10/2021,SILVER LANE CP - YEADON                                     ,86 BEYOND THE BAY MARKINGS                        ,50,05/10/2021,25,0,
LS24433172,05/10/2021,SILVER LANE CP - YEADON                                     ,86 BEYOND THE BAY MARKINGS                        ,50,14/10/2021,25,0,
LS24433230,05/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/10/2021,25,0,
LS24433241,05/10/2021,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/10/2021,25,50,
LS24834286,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/10/2021,25,0,
LS24834297,05/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,25,0,
LS24834344,05/10/2021,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/10/2021,25,0,
LS1721663A,06/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,0,
LS17216640,06/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,0,
LS17216640,06/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/10/2021,25,0,
LS17216651,06/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,0,
LS23316333,06/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,0,84,
LS23316333,06/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/12/2021,0,84,
LS23316366,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS23316366,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS23316377,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,0,0,
LS23316377,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,0,0,
LS23316388,06/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,50,
LS23727994,06/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,18/10/2021,0,0,
LS1721663A,06/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/10/2021,25,0,
LS17216640,06/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS17216651,06/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/10/2021,25,0,
LS23316344,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,0,84,
LS23316355,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,0,
LS23316355,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/10/2021,25,0,
LS23316366,06/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,0,
LS23316399,06/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,0,
LS23316399,06/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/10/2021,25,0,
LS23727994,06/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/10/2021,0,0,
LS17216662,07/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,25,0,
LS17216662,07/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/10/2021,25,0,
LS17216673,07/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,25,0,
LS17216731,07/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/10/2021,0,0,
LS17216742,07/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS17216742,07/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS17216753,07/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,25,50,
LS17709331,07/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,07/10/2021,25,0,
LS17709331,07/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS17709342,07/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,19/10/2021,0,0,
LS18325051,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,0,0,
LS18325051,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/10/2021,0,0,
LS18325062,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,25,0,
LS18325062,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/10/2021,25,0,
LS22611972,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,90 RE-PARKED WITHIN SPECIFIED TIME,50,07/10/2021,0,50,
LS22611983,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/10/2021,25,0,
LS22611983,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,08/10/2021,25,0,
LS22611994,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,19/10/2021,25,0,
LS22612002,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/10/2021,25,0,
LS22612002,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,15/10/2021,25,0,
LS22612013,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/10/2021,25,0,
LS22612079,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,28/10/2021,25,0,
LS2261208A,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/10/2021,25,0,
LS22612104,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,04/11/2021,50,0,
LS23316457,07/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,07/10/2021,25,0,
LS23316457,07/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,26/10/2021,25,0,
LS23415812,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,0,0,
LS23415823,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/10/2021,0,0,
LS17216673,07/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS17216684,07/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,25,0,
LS17216684,07/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/10/2021,25,0,
LS17216731,07/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,0,0,
LS17216742,07/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,25,0,
LS17709342,07/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,07/10/2021,0,0,
LS22611994,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/10/2021,25,0,
LS22611994,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,15/10/2021,25,0,
LS22612002,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,14/10/2021,25,0,
LS22612013,07/10/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,08/10/2021,25,0,
LS22612079,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/10/2021,25,0,
LS2261208A,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,11/10/2021,25,0,
LS22612090,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/10/2021,25,50,
LS22612104,07/10/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/10/2021,50,0,
LS23316457,07/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,27/10/2021,25,0,
LS23415812,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,0,0,
LS23415823,07/10/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,0,0,
LS17121136,08/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,12/10/2021,25,0,
LS17422653,08/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/10/2021,25,0,
LS17422664,08/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/10/2021,25,0,
LS17422675,08/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,25,0,
LS21415720,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS21415731,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS21415731,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/10/2021,25,0,
LS21415775,08/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,0,0,
LS21415775,08/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/10/2021,0,0,
LS21612787,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,08/10/2021,0,0,
LS21612845,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,12/10/2021,35,0,
LS21612856,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,12/10/2021,35,0,
LS22719913,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/10/2021,0,0,
LS22719924,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,50,
LS22816986,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS22816986,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/10/2021,25,0,
LS23728523,08/10/2021,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,08/10/2021,25,0,
LS23728523,08/10/2021,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,13/10/2021,25,0,
LS24216866,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24216866,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS24216877,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,25,0,
LS24216877,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/10/2021,25,0,
LS24216888,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,0,0,
LS24433398,08/10/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,12/10/2021,25,0,
LS24433398,08/10/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,13/10/2021,25,0,
LS24433412,08/10/2021,NORTH PARADE CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,0,0,
LS24433412,08/10/2021,NORTH PARADE CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,13/10/2021,0,0,
LS24433423,08/10/2021,NORTH PARADE CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24834457,08/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/10/2021,25,0,
LS24834468,08/10/2021,KIRKSTALL RD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,22/10/2021,25,0,
LS24834479,08/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24834479,08/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS24834504,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/11/2021,0,0,
LS24834719,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/10/2021,25,0,
LS17121136,08/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS17422653,08/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/10/2021,25,0,
LS17422653,08/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/10/2021,25,0,
LS17422664,08/10/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/10/2021,25,0,
LS17422675,08/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS17422675,08/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/10/2021,25,0,
LS20524695,08/10/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,50,
LS2141571A,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS2141571A,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,25,0,
LS21415720,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/10/2021,25,0,
LS21415731,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/10/2021,25,0,
LS21612787,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,10/11/2021,0,0,
LS21612845,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,08/10/2021,35,0,
LS21612845,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,13/10/2021,35,0,
LS21612856,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,08/10/2021,35,0,
LS21612856,08/10/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,11/10/2021,35,0,
LS22719913,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,0,0,
LS24216866,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/10/2021,25,0,
LS24216877,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24216888,08/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/10/2021,0,0,
LS24433376,08/10/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24433376,08/10/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,16/10/2021,25,0,
LS24433387,08/10/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24433387,08/10/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,21/10/2021,25,0,
LS24433398,08/10/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24433423,08/10/2021,NORTH PARADE CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,15/10/2021,25,0,
LS24834457,08/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24834468,08/10/2021,KIRKSTALL RD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/10/2021,25,0,
LS24834468,08/10/2021,KIRKSTALL RD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/10/2021,25,0,
LS24834490,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,0,0,
LS24834490,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,0,0,
LS24834504,08/10/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,0,0,
LS24834515,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24834515,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS24834708,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24834708,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,25,0,
LS24834719,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS2483472A,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,0,0,
LS2483472A,08/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/10/2021,0,0,
LS17121216,09/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/10/2021,25,0,
LS17319508,09/10/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/10/2021,25,50,
LS17810517,09/10/2021,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,13/10/2021,25,0,
LS20524753,09/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/10/2021,25,0,
LS22720016,09/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/10/2021,25,0,
LS22720016,09/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/10/2021,25,0,
LS22720027,09/10/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/10/2021,0,0,
LS22817071,09/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/10/2021,0,0,
LS22817071,09/10/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/12/2021,0,0,
LS23416065,09/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/10/2021,25,0,
LS23416065,09/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS23416076,09/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/10/2021,25,0,
LS23416076,09/10/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/10/2021,25,0,
LS24216968,09/10/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/10/2021,25,0,
LS24216968,09/10/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/10/2021,25,0,
LS24834978,09/10/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/10/2021,25,0,
LS24834989,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/10/2021,25,0,
LS2483499A,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/10/2021,50,0,
LS24835008,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/10/2021,25,0,
LS24835019,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/10/2021,25,0,
LS2483502A,09/10/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/10/2021,25,0,
