PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS23903113,13/10/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,83,0,
LS23300810,17/10/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/12/2021,83,0,
LS24809813,18/10/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/12/2021,83,0,
LS2560353A,19/10/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/12/2021,83,0,
LS1820580A,26/10/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/10/2021,50,0,
LS24206658,30/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/12/2021,83,0,
LS24810459,30/10/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/10/2021,221,-171,
LS24810459,30/10/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,221,-171,
LS24810459,30/10/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/11/2021,221,-171,
LS22706194,11/11/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/10/2021,105.97,-22.97,
LS22706194,11/11/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/11/2021,105.97,-22.97,
LS22706194,11/11/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/11/2021,105.97,-22.97,
LS17406486,23/11/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/11/2021,83,0,
LS24307735,25/11/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,83,0,
LS23406979,12/02/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,28/10/2021,83,0,
LS24811291,09/03/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/10/2021,83,0,
LS24811440,10/03/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/12/2021,83,0,
LS24811713,16/03/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/10/2021,25,0,
LS17311619,19/03/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,83,0,
LS24417937,22/03/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,83,0,
LS24812829,28/03/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,83,0,
LS2141075A,30/03/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/10/2021,25,0,
LS24605289,31/03/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/11/2021,0,84,
LS22808707,01/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/11/2021,0,84,
LS18212328,08/04/2021,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/10/2021,25,0,
LS24605493,09/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/11/2021,75,0,
LS2240359A,19/04/2021,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,07/12/2021,83,0,
LS21808836,21/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/10/2021,83,0,
LS18213295,04/05/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/11/2021,83,0,
LS22215942,04/05/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,0,0,
LS22215942,04/05/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/11/2021,0,0,
LS22215942,04/05/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/11/2021,0,0,
LS22215942,04/05/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,0,0,
LS22113545,09/05/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/10/2021,83,0,
LS22608435,11/05/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,17/12/2021,83,0,
LS21411617,15/05/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/11/2021,83,0,
LS22113818,16/05/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,02/12/2021,113,0,
LS23409718,17/05/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/10/2021,0,84,
LS23409718,17/05/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/12/2021,0,84,
LS22608617,18/05/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,02/12/2021,83,0,
LS22608592,18/05/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,09/11/2021,83,0,
LS24421016,20/05/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/10/2021,233,-150,
LS24421016,20/05/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/11/2021,233,-150,
LS17211126,21/05/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/11/2021,83,0,
LS17211090,21/05/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/10/2021,83,0,
LS24817265,23/05/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,0,0,
LS24817265,23/05/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,0,0,
LS24817265,23/05/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/10/2021,0,0,
LS18318715,24/05/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,0,0,
LS18318690,24/05/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/12/2021,83,0,
LS22712710,24/05/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/12/2021,83,0,
LS25609729,25/05/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/12/2021,83,0,
LS25609875,26/05/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/10/2021,25,0,
LS25609897,26/05/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,84,0,
LS25609897,26/05/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/12/2021,84,0,
LS25609911,26/05/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,24/12/2021,83,0,
LS17313782,26/05/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/10/2021,0,0,
LS25609875,26/05/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/10/2021,25,0,
LS25609897,26/05/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/11/2021,84,0,
LS25609897,26/05/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/12/2021,84,0,
LS17805925,27/05/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/12/2021,83,0,
LS21412449,27/05/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/10/2021,83,0,
LS24422019,30/05/2021,BURLEY ROAD CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,10/12/2021,35,0,
LS24422019,30/05/2021,BURLEY ROAD CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,13/12/2021,35,0,
LS24818009,01/06/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/12/2021,0,84,
LS24818009,01/06/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/10/2021,0,84,
LS24818009,01/06/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/11/2021,0,84,
LS23311227,03/06/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/10/2021,83,0,
LS18214695,06/06/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/10/2021,0,0,
LS24818392,06/06/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/12/2021,83,0,
LS17211556,07/06/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/11/2021,0,0,
LS17414429,08/06/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/12/2021,83,0,
LS24121850,08/06/2021,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,01/10/2021,0,84,
LS24121850,08/06/2021,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,27/10/2021,0,84,
LS24818869,11/06/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,26/11/2021,83,0,
LS2470516A,12/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/12/2021,83,0,
LS24423077,13/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/10/2021,50,0,
LS17211975,16/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/10/2021,84,0,
LS17211975,16/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/12/2021,84,0,
LS21413623,16/06/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/12/2021,83,0,
LS24819635,18/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/12/2021,83,0,
LS25610659,18/06/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,25,0,
LS17212231,19/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/12/2021,83,0,
LS18215767,20/06/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/11/2021,25,0,
LS24819974,20/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/12/2021,83,0,
LS18215767,20/06/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/11/2021,25,0,
LS17117751,22/06/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,27/10/2021,84,0,
LS17117751,22/06/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/12/2021,84,0,
LS17117762,22/06/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,22/10/2021,75,0,
LS17117762,22/06/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/11/2021,75,0,
LS25610808,22/06/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,17/12/2021,83,0,
LS24705873,23/06/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/12/2021,83,0,
LS17117795,23/06/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/10/2021,50,0,
LS17117795,23/06/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,11/10/2021,50,0,
LS24212876,25/06/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,25,0,
LS24424477,27/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,0,0,
LS24424477,27/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS24424477,27/06/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/11/2021,0,0,
LS17314865,28/06/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/10/2021,25,0,
LS17314865,28/06/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,25,0,
LS23312401,29/06/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/10/2021,84,0,
LS23312401,29/06/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/12/2021,84,0,
LS22609799,30/06/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,01/11/2021,25,0,
LS22609799,30/06/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/10/2021,25,0,
LS22609799,30/06/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,12/11/2021,25,0,
LS22609799,30/06/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,15/11/2021,25,0,
LS24706093,30/06/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/12/2021,83,0,
LS24706118,30/06/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/12/2021,83,0,
LS17213019,01/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/10/2021,0,0,
LS21414353,03/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/11/2021,84,0,
LS23411301,03/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS23411301,03/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS24821182,04/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,25,0,
LS24821182,04/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS24821218,04/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/11/2021,84,0,
LS24425152,04/07/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/10/2021,75,0,
LS24425152,04/07/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/10/2021,75,0,
LS23616541,06/07/2021,COURTHOUSE STREET CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,01/11/2021,50,0,
LS23616541,06/07/2021,COURTHOUSE STREET CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,15/11/2021,50,0,
LS20520570,06/07/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,30/11/2021,0,0,
LS22609904,06/07/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,01/11/2021,0,0,
LS22609904,06/07/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,13/12/2021,0,0,
LS23616541,06/07/2021,COURTHOUSE STREET CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,16/11/2021,50,0,
LS17512519,07/07/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,25,0,
LS1751252A,07/07/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/10/2021,0,84,
LS17315336,08/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/10/2021,0,84,
LS24822083,10/07/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/11/2021,84,0,
LS24822083,10/07/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,84,0,
LS17118368,12/07/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,27/10/2021,0,84,
LS18216894,12/07/2021,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/11/2021,50,0,
LS18216894,12/07/2021,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/11/2021,50,0,
LS18216894,12/07/2021,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/11/2021,50,0,
LS20520887,13/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS18420697,14/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS22405143,14/07/2021,HIGH STREET CP - MORLEY                                     ,87 IN DISABLED BAY WITHOUT BADGE,70,22/11/2021,123,0,
LS22405143,14/07/2021,HIGH STREET CP - MORLEY                                     ,87 IN DISABLED BAY WITHOUT BADGE,70,03/11/2021,123,0,
LS22813274,15/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS23716557,15/07/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,93,0,
LS23716557,15/07/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/11/2021,93,0,
LS24707041,16/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS24707041,16/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/10/2021,0,0,
LS24707041,16/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/10/2021,0,0,
LS24822844,17/07/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/11/2021,93,0,
LS24822844,17/07/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,93,0,
LS24707154,17/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS20709216,18/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS22813376,19/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/11/2021,93,0,
LS22813376,19/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,93,0,
LS1721337A,19/07/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/10/2021,75,0,
LS25611924,21/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/11/2021,93,0,
LS25611924,21/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,93,0,
LS17416366,21/07/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/10/2021,0,84,
LS22715038,21/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS23313277,22/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS17806939,23/07/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,27/10/2021,84,0,
LS17806939,23/07/2021,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,21/11/2021,84,0,
LS25612053,23/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/10/2021,0,0,
LS18421918,24/07/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,01/11/2021,84,0,
LS23412483,24/07/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/10/2021,50,0,
LS23412483,24/07/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/10/2021,50,0,
LS20710088,25/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS24213700,26/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/11/2021,0,93,
LS24213700,26/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,0,93,
LS24213722,26/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/11/2021,75,0,
LS21706315,26/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2021,75,0,
LS21706326,26/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS24213722,26/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/10/2021,75,0,
LS24213722,26/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/12/2021,75,0,
LS24823202,27/07/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/11/2021,0,93,
LS24823202,27/07/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,0,93,
LS2081242A,27/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS22405405,27/07/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,15/11/2021,0,0,
LS24425866,27/07/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/10/2021,75,0,
LS17315686,28/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/10/2021,0,84,
LS22220079,28/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/11/2021,0,84,
LS22220104,28/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS24823348,28/07/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/11/2021,93,0,
LS24823348,28/07/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/11/2021,93,0,
LS17214168,29/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS23718767,30/07/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/10/2021,75,0,
LS24213846,30/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/10/2021,50,0,
LS24213846,30/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/11/2021,50,0,
LS24708179,30/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/10/2021,0,84,
LS24708190,30/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS23718767,30/07/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/10/2021,75,0,
LS24213846,30/07/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/11/2021,50,0,
LS24708179,30/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/11/2021,0,84,
LS23719125,31/07/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS1821846A,01/08/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,25,0,
LS1821846A,01/08/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/10/2021,25,0,
LS24823960,01/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS18422965,02/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/10/2021,0,75,
LS18422965,02/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/11/2021,0,75,
LS18423006,02/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
LS23412880,03/08/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/10/2021,0,0,
