PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS22904697,06/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,75,0,
LS22904697,06/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,75,0,
LS22904697,06/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/06/2021,75,0,
LS18212215,06/04/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/04/2021,25,0,
LS18212215,06/04/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/04/2021,25,0,
LS18212226,06/04/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/04/2021,25,0,
LS18212237,06/04/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2021,25,0,
LS18212237,06/04/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,25,0,
LS18212248,06/04/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/04/2021,25,0,
LS22904697,06/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2021,75,0,
LS17115552,07/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/05/2021,50,0,
LS17115563,07/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,0,83,
LS18414479,07/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,25,0,
LS17115552,07/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,50,0,
LS17115563,07/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/06/2021,0,83,
LS17209124,07/04/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,07/04/2021,25,0,
LS17209124,07/04/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,08/04/2021,25,0,
LS1821226A,07/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,25,0,
LS1821226A,07/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/04/2021,25,0,
LS18414479,07/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/04/2021,25,0,
LS20704733,07/04/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,07/04/2021,0,0,
LS20704733,07/04/2021,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,12/04/2021,0,0,
LS17115712,08/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,0,0,
LS17115723,08/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,25,50,
LS17209237,08/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,25,0,
LS17209248,08/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,25,0,
LS17209259,08/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/04/2021,0,0,
LS17311936,08/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/05/2021,50,0,
LS17311947,08/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,25,0,
LS17311947,08/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,25,0,
LS17311958,08/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,50,0,
LS18212328,08/04/2021,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/04/2021,25,0,
LS21808202,08/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,0,0,
LS21808213,08/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,75,0,
LS21808224,08/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,0,0,
LS22112881,08/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/06/2021,0,83,
LS22215170,08/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/04/2021,25,0,
LS22215272,08/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,75,0,
LS22215272,08/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/06/2021,75,0,
LS2441877A,08/04/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/04/2021,0,0,
LS2441877A,08/04/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/05/2021,0,0,
LS17115712,08/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,0,0,
LS17209237,08/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/04/2021,25,0,
LS17209248,08/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/04/2021,25,0,
LS17209248,08/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/04/2021,25,0,
LS17209259,08/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,0,0,
LS17311936,08/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,50,0,
LS17311958,08/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/06/2021,50,0,
LS18212328,08/04/2021,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/06/2021,25,0,
LS18212328,08/04/2021,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/06/2021,25,0,
LS21808202,08/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/04/2021,0,0,
LS21808213,08/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/06/2021,75,0,
LS21808213,08/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/06/2021,75,0,
LS21808224,08/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,0,0,
LS22112881,08/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,0,83,
LS22215170,08/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,25,0,
LS22215170,08/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/04/2021,25,0,
LS2221524A,08/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,25,0,
LS2221524A,08/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,25,0,
LS22215250,08/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,0,0,
LS22215261,08/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2021,25,50,
LS22215272,08/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/06/2021,75,0,
LS17209306,09/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,0,83,
LS17209306,09/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/06/2021,0,83,
LS17209383,09/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,25,0,
LS22808784,09/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,0,83,
LS22808784,09/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/06/2021,0,83,
LS22808842,09/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/05/2021,25,0,
LS22808842,09/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/05/2021,25,0,
LS22808853,09/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,25,0,
LS22808853,09/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/06/2021,25,0,
LS22904846,09/04/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,0,0,
LS22904857,09/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/04/2021,0,0,
LS23308834,09/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,25,0,
LS23308834,09/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/04/2021,25,0,
LS23308845,09/04/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,25,0,
LS24418860,09/04/2021,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/05/2021,0,0,
LS24418871,09/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,25,0,
LS24418871,09/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/04/2021,25,0,
LS18316662,09/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,83,0,
LS18316662,09/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/06/2021,83,0,
LS22808773,09/04/2021,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/04/2021,0,83,
LS22808773,09/04/2021,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/06/2021,0,83,
LS22808842,09/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,25,0,
LS22808853,09/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/06/2021,25,0,
LS22808853,09/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/06/2021,25,0,
LS22904824,09/04/2021,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/04/2021,25,0,
LS22904824,09/04/2021,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/04/2021,25,0,
LS22904835,09/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,25,0,
LS22904835,09/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2021,25,0,
LS22904846,09/04/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,0,0,
LS22904857,09/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,0,0,
LS23308845,09/04/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/06/2021,25,0,
LS23308845,09/04/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/06/2021,25,0,
LS23308867,09/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,25,0,
LS23308867,09/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,25,0,
LS24418860,09/04/2021,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/04/2021,0,0,
LS24605493,09/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,75,0,
LS24605507,09/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,50,0,
LS24605507,09/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/05/2021,50,0,
LS17209408,10/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/04/2021,0,83,
LS22808875,10/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/04/2021,0,0,
LS22808875,10/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,0,0,
LS23308878,10/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,25,0,
LS23308889,10/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/04/2021,25,0,
LS17209408,10/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/06/2021,0,83,
LS17412059,10/04/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,10/04/2021,0,83,
LS17412059,10/04/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,11/06/2021,0,83,
LS22808864,10/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/04/2021,25,0,
LS22808864,10/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/04/2021,25,0,
LS23308878,10/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/04/2021,25,0,
LS23308889,10/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/04/2021,25,0,
LS20704788,11/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/04/2021,25,0,
LS24418929,11/04/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/04/2021,25,0,
LS2441893A,11/04/2021,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/05/2021,0,0,
LS24813639,11/04/2021,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/04/2021,75,0,
LS24813639,11/04/2021,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/06/2021,75,0,
LS20704788,11/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/04/2021,25,0,
LS20704799,11/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/04/2021,25,0,
LS20704799,11/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/04/2021,25,0,
LS24418918,11/04/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/04/2021,25,0,
LS24418918,11/04/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/04/2021,25,0,
LS24418929,11/04/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/04/2021,25,0,
LS2441893A,11/04/2021,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/04/2021,0,0,
LS24418984,11/04/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/04/2021,25,0,
LS24418984,11/04/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,26/04/2021,25,0,
LS24418984,11/04/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,27/04/2021,25,0,
LS24813639,11/04/2021,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/06/2021,75,0,
LS17312112,12/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,25,0,
LS17804354,12/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,0,0,
LS17804365,12/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,25,0,
LS18212521,12/04/2021,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,0,0,
LS21704885,12/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,25,0,
LS21704885,12/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/04/2021,25,0,
LS2280903A,12/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,25,0,
LS2280903A,12/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS22809040,12/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,0,0,
LS22809040,12/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/04/2021,0,0,
LS17312112,12/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,30/04/2021,25,0,
LS17312112,12/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/05/2021,25,0,
LS17312123,12/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,25,0,
LS17312123,12/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/04/2021,25,0,
LS17312123,12/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,25,0,
LS17804343,12/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,25,0,
LS17804343,12/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/04/2021,25,0,
LS17804354,12/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,0,0,
LS17804365,12/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS18212521,12/04/2021,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/05/2021,0,0,
LS21704885,12/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/04/2021,25,0,
LS24702445,12/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2021,0,0,
LS24702445,12/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/04/2021,0,0,
LS18316935,13/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/04/2021,0,0,
LS18316957,13/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS21808381,13/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,0,83,
LS22215330,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS22215330,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/04/2021,25,0,
LS22215341,13/04/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/04/2021,0,0,
LS22215352,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,25,0,
LS22215363,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,0,0,
LS23309076,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,0,0,
LS23309087,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,0,0,
LS23309098,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,0,0,
LS23309101,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS23309101,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,25,0,
LS23309112,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS23309123,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,83,0,
LS23309123,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/06/2021,83,0,
LS23309134,13/04/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/04/2021,25,0,
LS23309145,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS24310128,13/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS24310128,13/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,25,0,
LS24605584,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS24605584,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/04/2021,25,0,
LS24605595,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS24605595,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/04/2021,25,0,
LS24702536,13/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS24702547,13/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS24702547,13/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,25,0,
LS24702547,13/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/04/2021,25,0,
LS18316935,13/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,0,0,
LS18316957,13/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,25,0,
LS18317009,13/04/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,50,
LS21808381,13/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/06/2021,0,83,
LS22215330,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/04/2021,25,0,
LS22215341,13/04/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/04/2021,0,0,
LS22215352,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS22215363,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/06/2021,0,0,
LS23309076,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,0,0,
LS23309087,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,0,0,
LS23309098,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,0,0,
LS23309134,13/04/2021,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/04/2021,25,0,
LS23309145,13/04/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,25,0,
LS24310128,13/04/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/04/2021,25,0,
LS24605584,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/04/2021,25,0,
LS24605595,13/04/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,25,0,
LS24702503,13/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS24702503,13/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,25,0,
LS24702525,13/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,25,0,
LS24702525,13/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/04/2021,25,0,
LS24702536,13/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2021,25,0,
LS18317075,14/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/04/2021,25,0,
LS18317075,14/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,25,0,
LS18317086,14/04/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,25,0,
LS18414683,14/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,25,0,
LS18414683,14/04/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/04/2021,25,0,
LS20517474,14/04/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,14/04/2021,25,0,
LS20517474,14/04/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,16/04/2021,25,0,
LS20517485,14/04/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,14/04/2021,25,0,
LS22215396,14/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,0,0,
LS2221540A,14/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,0,0,
LS2221540A,14/04/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/04/2021,0,0,
LS22710872,14/04/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/04/2021,25,0,
LS22710872,14/04/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,27/04/2021,25,0,
LS22710872,14/04/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,28/04/2021,25,0,
LS22710883,14/04/2021,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/04/2021,25,0,
LS22809186,14/04/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,14/04/2021,25,50,
LS22809197,14/04/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,14/04/2021,25,0,
LS22809197,14/04/2021,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,16/04/2021,25,0,
LS23309203,14/04/2021,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/04/2021,25,0,
