PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS20507313,07/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/05/2021,83,0,
LS12325423,24/07/2020,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,14/05/2021,83,0,
LS25903894,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/04/2021,50,0,
LS25903908,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/04/2021,50.9,32.1,
LS25903894,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/05/2021,50,0,
LS25903908,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/05/2021,50.9,32.1,
LS25903908,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2021,50.9,32.1,
LS25903908,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/05/2021,50.9,32.1,
LS25903908,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/06/2021,50.9,32.1,
LS24202726,06/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,83,0,
LS24202726,06/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/04/2021,83,0,
LS23603801,06/08/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/06/2021,83,0,
LS24202726,06/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/04/2021,83,0,
LS20306796,07/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/05/2021,83,0,
LS20306774,07/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/05/2021,83,0,
LS20306774,07/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/05/2021,83,0,
LS20306796,07/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/06/2021,83,0,
LS22400252,14/08/2020,ALBION STREET CP - MORLEY                                   ,86 BEYOND THE BAY MARKINGS                        ,50,30/04/2021,83,0,
LS22400252,14/08/2020,ALBION STREET CP - MORLEY                                   ,86 BEYOND THE BAY MARKINGS                        ,50,07/04/2021,83,0,
LS22400252,14/08/2020,ALBION STREET CP - MORLEY                                   ,86 BEYOND THE BAY MARKINGS                        ,50,27/05/2021,83,0,
LS22702808,18/08/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2021,83,0,
LS22702808,18/08/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/04/2021,83,0,
LS17800422,25/08/2020,WOODHOUSE LANE  CP - CITY,84 ADDITIONAL PAYMENT MADE TO EXTEND TIME,50,15/04/2021,0,0,
LS20307733,01/09/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/06/2021,83,0,
LS17203398,09/09/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/04/2021,83,0,
LS17203398,09/09/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2021,83,0,
LS17505819,15/09/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,50,0,
LS17505819,15/09/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/04/2021,50,0,
LS22204593,18/09/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,50,0,
LS22204593,18/09/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/04/2021,50,0,
LS12267076,18/09/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,50,0,
LS12267076,18/09/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/04/2021,50,0,
LS23505030,19/09/2020,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/04/2021,83,0,
LS23505030,19/09/2020,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,83,0,
LS23505030,19/09/2020,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2021,83,0,
LS20510307,21/09/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/04/2021,83,0,
LS06282585,26/09/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,30/04/2021,83,0,
LS12576321,29/09/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,50,0,
LS12576321,29/09/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2021,50,0,
LS12576321,29/09/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/04/2021,50,0,
LS06283395,01/10/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/05/2021,83,0,
LS18205005,04/10/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/05/2021,0,0,
LS18205005,04/10/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/05/2021,0,0,
LS24408991,04/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,50,0,
LS24408991,04/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2021,50,0,
LS2440943A,07/10/2020,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/04/2021,75,0,
LS12268476,09/10/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2021,83,0,
LS24410122,12/10/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2021,83,0,
LS22900062,14/10/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,83,0,
LS23606468,14/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,0,83,
LS18308380,14/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2021,83,0,
LS12269129,17/10/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/05/2021,83,0,
LS12269129,17/10/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/05/2021,83,0,
LS12269730,21/10/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2021,83,0,
LS22206067,23/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,50,0,
LS22206067,23/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2021,50,0,
LS22705395,24/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,50,0,
LS22705395,24/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2021,50,0,
LS24111620,24/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/05/2021,150,0,
LS24410905,25/10/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/04/2021,0,83,
LS24410905,25/10/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/05/2021,0,83,
LS1820580A,26/10/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2021,50,0,
LS17204630,26/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,50,0,
LS17204630,26/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2021,50,0,
LS18205796,26/10/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2021,83,0,
LS1820580A,26/10/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/06/2021,50,0,
LS18309587,26/10/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,0,75,
LS2210883A,27/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,50,0,
LS2210883A,27/10/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2021,50,0,
LS23404259,30/10/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/05/2021,0,0,
LS24810459,30/10/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/04/2021,221,-171,
LS24810459,30/10/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,221,-171,
LS24810641,31/10/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/04/2021,83,0,
LS24411704,01/11/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/04/2021,83,0,
LS22206511,02/11/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2021,50,0,
LS17903389,02/11/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,10/05/2021,83,0,
LS23404350,03/11/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,50,0,
LS23404350,03/11/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2021,50,0,
LS22803849,05/11/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,29/06/2021,0,83,
LS17508828,05/11/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,50,0,
LS17508828,05/11/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2021,50,0,
LS22206883,06/11/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/05/2021,83,0,
LS22206883,06/11/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/06/2021,83,0,
LS22206872,06/11/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/05/2021,83,0,
LS23507284,07/11/2020,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2021,83,0,
LS17705137,09/11/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/05/2021,83,0,
LS20311286,09/11/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/06/2021,83,0,
LS22207106,09/11/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/06/2021,83,0,
LS23404532,09/11/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,50,0,
LS23404532,09/11/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2021,50,0,
LS20311446,10/11/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/06/2021,0,0,
LS22605561,10/11/2020,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,30/04/2021,83,0,
LS24112929,11/11/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/05/2021,83,0,
LS22804182,13/11/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/04/2021,83,0,
LS21502767,17/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2021,25,0,
LS2280458A,19/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2021,25,0,
LS24207730,19/11/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2021,83,0,
LS2280458A,19/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2021,25,0,
LS24412194,19/11/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/04/2021,0,0,
LS24412194,19/11/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2021,0,0,
LS22706784,21/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2021,25,0,
LS24113681,21/11/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/05/2021,83,0,
LS22706784,21/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2021,25,0,
LS25704027,23/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2021,25,0,
LS25704027,23/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2021,25,0,
LS17406533,24/11/2020,WOODHOUSE LANE  CP - CITY,84 ADDITIONAL PAYMENT MADE TO EXTEND TIME,50,14/05/2021,0,0,
LS25604714,24/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2021,25,0,
LS25604714,24/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2021,25,0,
LS18407724,25/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2021,25,0,
LS18407724,25/11/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2021,25,0,
LS17904213,30/11/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,25/05/2021,83,0,
LS22109311,02/12/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2021,83,0,
LS24208325,03/12/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/05/2021,108,0,
LS24208325,03/12/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2021,108,0,
LS17407106,09/12/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,28/04/2021,83,0,
LS24412911,09/12/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/06/2021,83,0,
LS24412911,09/12/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,83,0,
LS25605309,14/12/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,28/04/2021,83,0,
LS22109923,15/12/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/04/2021,25,0,
LS22109923,15/12/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2021,25,0,
LS18409694,20/12/2020,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,08/06/2021,83,0,
LS23405819,30/12/2020,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,30/04/2021,0,0,
LS17206807,04/01/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,0,83,
LS24114709,06/01/2021,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,07/04/2021,0,83,
LS25605794,07/01/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,25,0,
LS17707121,07/01/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,0,75,
LS22806326,07/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,0,83,
LS25605794,07/01/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2021,25,0,
LS25605794,07/01/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,25,0,
LS2360931A,08/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,0,83,
LS23609320,08/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,0,83,
LS23609353,08/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,83,0,
LS17309763,09/01/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,25,0,
LS17309763,09/01/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2021,25,0,
LS17309763,09/01/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,25,0,
LS18312581,12/01/2021,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/04/2021,50,0,
LS22708134,12/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/04/2021,0,83,
LS18312617,13/01/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2021,25,0,
LS25605976,13/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/06/2021,83,0,
LS18312617,13/01/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2021,25,0,
LS2340620A,15/01/2021,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/04/2021,83,0,
LS22210406,18/01/2021,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,28/04/2021,83,0,
LS17707460,19/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/04/2021,0,83,
LS25606072,19/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2021,75,0,
LS24416093,25/01/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/05/2021,83,0,
LS24416093,25/01/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/06/2021,83,0,
LS22210836,26/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/04/2021,0,83,
LS24115789,26/01/2021,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,28/04/2021,0,83,
LS22210982,27/01/2021,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,01/04/2021,50,0,
LS2430867A,27/01/2021,BEECH HILL CP - OTLEY,73 PARKED WITHOUT PAYMENT,50,28/04/2021,83,0,
LS22606495,28/01/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/04/2021,75,0,
LS24209678,28/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/05/2021,83,0,
LS22606495,28/01/2021,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,13/04/2021,75,0,
LS24209678,28/01/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,83,0,
LS17310274,29/01/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/04/2021,50,0,
LS23306012,29/01/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/05/2021,0,83,
LS25606367,29/01/2021,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,05/04/2021,25,0,
LS17310274,29/01/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,50,0,
LS17310274,29/01/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/04/2021,50,0,
LS23306012,29/01/2021,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,0,83,
LS25606367,29/01/2021,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,06/04/2021,25,0,
LS2260678A,30/01/2021,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/06/2021,0,0,
LS23609761,01/02/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,07/04/2021,0,113,
LS23609761,01/02/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,05/05/2021,0,113,
LS17207468,03/02/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,0,83,
LS17708066,03/02/2021,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2021,50,0,
LS24416526,03/02/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,83,0,
LS24416526,03/02/2021,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/06/2021,83,0,
LS17708113,04/02/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/04/2021,0,0,
LS23508968,04/02/2021,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,05/05/2021,0,83,
LS17708113,04/02/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/04/2021,0,0,
LS23508968,04/02/2021,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,07/04/2021,0,83,
LS2460332A,05/02/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/04/2021,83,0,
LS23508990,05/02/2021,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,05/04/2021,25,0,
LS23508990,05/02/2021,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,08/04/2021,25,0,
LS2460332A,05/02/2021,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/05/2021,83,0,
LS17802279,06/02/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2021,75,0,
LS17802279,06/02/2021,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/04/2021,75,0,
LS23610013,08/02/2021,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,09/04/2021,0,105,
LS24603432,08/02/2021,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/06/2021,25,0,
